Income,Age,Recency,Amount_Wines,Amount_Fruits,Amount_SweetProducts,Amount_Meat_Fish,Web_Purchases,Store_Purchases
53172.0,32,54,121,62,20,158,2,8
30545.0,31,71,4,12,7,34,2,3
70123.0,27,27,1308,0,0,419,5,4
62450.0,51,61,515,47,66,329,5,4
21675.0,34,55,4,0,4,33,4,3
42395.0,29,35,48,13,15,81,3,4
61346.0,32,34,562,58,16,211,5,10
42835.0,39,64,379,4,9,105,6,4
39922.0,27,30,29,12,1,78,3,4
17117.0,32,96,12,23,18,68,3,3
24762.0,38,16,6,10,15,15,3,2
35797.0,35,16,27,1,1,18,2,3
51111.0,29,83,22,0,5,25,2,3
46231.0,57,87,189,2,5,55,6,4
51195.0,48,46,230,14,24,238,9,5
68092.0,32,7,852,60,36,285,2,10
31814.0,37,73,35,3,1,24,2,3
51390.0,45,54,205,20,2,70,5,5
76630.0,27,93,255,31,56,486,3,11
55260.0,38,81,825,8,0,64,8,5
64090.0,54,8,316,58,51,237,6,4
78331.0,52,97,756,138,169,514,10,7
37087.0,36,50,194,55,0,149,4,8
21846.0,24,38,7,17,10,24,4,3
54137.0,40,46,171,0,1,11,4,4
66825.0,43,73,243,101,40,434,4,6
57100.0,37,19,181,21,3,108,3,6
58917.0,41,10,151,7,7,89,4,6
45684.0,39,37,5,1,0,15,1,2
47889.0,36,94,29,0,5,29,2,3
45921.0,24,23,102,9,3,73,2,6
78420.0,44,75,604,28,28,765,3,8
52278.0,47,24,953,0,0,71,10,10
35641.0,38,11,63,3,9,75,3,4
62820.0,56,51,398,61,61,403,3,6
73113.0,50,86,741,19,9,204,3,7
42607.0,56,30,156,29,32,86,3,7
74637.0,56,73,960,64,0,610,6,9
39858.0,41,67,15,20,7,27,2,4
34469.0,62,58,19,6,5,20,1,4
24401.0,31,98,73,28,24,227,6,6
77583.0,32,93,372,23,12,634,4,9
74116.0,28,53,871,111,55,849,4,10
68397.0,34,6,760,80,13,483,6,5
79632.0,36,42,471,0,21,609,6,9
46107.0,21,78,31,9,9,43,1,4
64950.0,59,29,819,0,0,84,11,10
25443.0,21,82,1,4,9,11,1,3
32892.0,39,78,26,0,1,17,3,3
71796.0,39,54,354,21,75,478,9,4
67536.0,40,45,1253,0,71,470,11,11
55239.0,39,59,371,17,24,261,7,11
60554.0,35,8,588,7,15,186,8,9
64831.0,58,51,480,86,86,324,6,5
56067.0,48,51,517,12,6,70,7,7
14906.0,24,86,7,7,16,21,2,3
51563.0,23,60,1166,0,0,48,4,10
57937.0,28,56,261,42,48,199,4,9
68274.0,31,83,135,25,25,74,4,5
39771.0,33,92,6,2,8,20,2,3
67893.0,35,31,711,28,18,191,3,9
27922.0,31,80,11,0,4,15,2,3
52190.0,34,39,42,0,0,17,2,3
44051.0,37,20,79,7,3,64,3,4
42767.0,39,53,20,6,5,62,3,2
46106.0,34,84,30,0,0,10,1,2
16927.0,34,50,20,2,1,26,3,4
59754.0,45,96,115,27,146,48,5,6
53700.0,58,94,263,5,41,302,5,8
59041.0,37,25,69,2,2,17,2,4
54237.0,53,48,267,3,0,34,5,5
70647.0,43,65,561,85,123,196,4,13
52597.0,48,69,492,0,0,44,6,8
41021.0,41,12,14,7,16,15,2,3
40233.0,35,84,80,4,17,46,2,5
50183.0,30,47,97,12,10,97,3,6
54753.0,51,87,197,107,59,234,5,11
33471.0,37,47,43,2,9,27,3,4
44010.0,30,46,186,36,72,320,10,6
40706.0,42,37,59,0,2,15,3,4
15716.0,22,8,16,5,7,38,3,4
59052.0,51,29,230,35,57,138,7,7
35704.0,58,54,30,9,11,14,2,4
53103.0,56,70,729,17,0,144,10,7
33462.0,31,78,22,3,0,18,2,3
65352.0,36,43,284,3,7,88,4,8
75759.0,41,46,1394,22,91,797,9,9
79689.0,34,65,311,26,37,820,4,13
24884.0,38,32,3,6,0,7,0,3
42021.0,29,34,393,5,5,143,10,6
64449.0,21,70,218,63,35,419,5,12
64587.0,56,49,66,0,6,16,1,4
75437.0,32,25,795,0,58,640,8,10
52845.0,37,7,384,25,41,422,8,6
46086.0,54,34,244,8,2,39,3,8
78028.0,54,38,158,19,0,313,6,9
56337.0,29,25,349,16,5,172,8,4
22434.0,23,25,4,12,13,14,2,3
36930.0,56,50,223,2,2,31,5,4
36130.0,56,46,157,43,56,195,3,4
65569.0,57,96,397,46,38,308,6,10
77568.0,31,30,1230,0,178,628,10,8
49187.0,34,63,81,1,1,33,1,5
30168.0,32,51,154,20,12,66,6,4
34053.0,42,14,63,0,0,28,3,3
38196.0,39,20,30,0,0,11,2,4
59412.0,59,56,90,67,43,195,4,8
70924.0,45,41,635,114,152,386,6,7
54165.0,41,72,127,4,6,88,2,7
20180.0,34,27,18,42,20,39,2,4
34961.0,37,77,45,2,1,30,3,3
28440.0,36,87,38,1,0,24,2,3
64504.0,57,81,986,36,0,184,11,4
17345.0,32,79,4,9,0,33,2,2
56320.0,43,11,201,53,77,288,5,9
28647.0,32,54,19,8,12,29,2,2
15038.0,23,93,4,8,12,30,2,2
68316.0,46,54,806,80,11,281,10,10
74538.0,39,21,380,98,112,843,8,5
31056.0,33,99,5,10,8,16,1,3
28071.0,30,65,39,33,26,171,5,5
37334.0,52,44,26,1,2,18,3,4
46423.0,38,6,68,0,0,16,2,4
37126.0,39,9,45,3,4,13,1,2
47703.0,57,95,359,0,26,147,6,8
61180.0,51,70,403,24,24,35,5,6
38998.0,56,92,34,1,0,14,2,3
76081.0,48,85,292,30,33,478,4,4
33585.0,44,91,30,11,6,46,2,4
35196.0,26,68,75,12,39,184,6,5
44529.0,44,98,538,13,6,108,6,11
69098.0,61,82,1315,22,0,925,7,9
27100.0,27,64,12,0,0,15,1,3
70596.0,25,68,347,44,0,551,3,12
42557.0,36,98,192,5,5,53,6,4
53312.0,59,32,241,0,0,12,5,5
72228.0,58,87,631,28,14,521,6,8
67605.0,23,84,336,28,54,466,2,6
65196.0,52,34,743,19,0,193,7,11
42000.0,23,23,124,83,59,352,5,11
65526.0,46,22,397,19,0,81,4,8
16860.0,49,19,10,4,3,7,1,3
64176.0,45,52,1215,33,116,313,8,8
22304.0,54,91,3,2,4,7,1,2
67023.0,32,93,444,44,8,393,3,13
70713.0,44,23,736,114,76,361,5,8
59925.0,55,83,473,21,21,195,9,9
39722.0,57,92,32,0,0,7,2,3
26907.0,34,10,9,1,3,7,1,3
50014.0,42,9,234,14,10,96,4,8
41014.0,32,65,7,2,0,8,1,2
66294.0,45,68,251,108,92,399,4,5
36715.0,39,16,172,10,13,146,7,4
79456.0,54,12,565,42,83,612,5,4
40479.0,28,95,5,0,0,10,0,3
75345.0,40,16,918,57,38,941,5,6
54233.0,33,46,652,8,0,179,11,5
43776.0,27,77,8,0,1,11,1,2
39190.0,36,91,68,8,8,37,2,4
57236.0,45,22,105,0,1,11,2,4
61825.0,31,56,162,50,30,155,4,8
79803.0,52,54,574,8,16,237,4,5
56775.0,31,62,614,35,35,218,5,10
54210.0,31,18,70,54,9,189,4,7
38508.0,24,95,120,19,19,231,7,5
53187.0,40,66,211,2,7,37,4,6
30023.0,38,28,11,0,6,23,2,3
76045.0,50,78,760,53,93,417,4,11
50870.0,58,13,53,0,0,8,2,3
65463.0,36,17,391,32,32,91,6,9
66480.0,45,71,199,9,21,77,4,7
76773.0,56,79,516,56,33,535,2,11
16269.0,26,75,19,3,1,21,3,3
71819.0,39,70,1224,28,14,140,3,5
33569.0,27,10,16,2,0,21,1,2
36262.0,27,24,88,39,28,118,3,3
22634.0,44,47,2,23,6,19,2,2
47025.0,32,98,508,11,5,82,11,6
31605.0,31,15,74,0,1,44,2,4
52034.0,37,67,146,0,13,100,4,5
48526.0,31,32,23,17,20,66,2,4
46734.0,56,40,110,5,23,163,6,5
39552.0,48,54,165,3,24,151,6,5
46931.0,33,94,41,0,1,20,1,3
16581.0,25,51,1,3,3,6,0,3
63998.0,58,42,176,29,33,818,7,11
67381.0,59,67,815,8,0,64,2,9
42693.0,32,29,8,4,3,26,1,3
72903.0,25,74,1067,138,19,750,7,8
49669.0,36,97,166,5,8,118,5,6
36778.0,42,63,29,4,4,36,3,3
49678.0,49,81,229,5,2,59,6,4
37155.0,21,51,23,0,15,33,2,4
21282.0,32,76,1,5,8,12,2,2
33419.0,48,76,56,0,0,12,2,4
63285.0,65,84,508,124,38,299,6,13
21255.0,36,56,29,0,2,27,2,4
42162.0,29,31,46,7,4,61,3,3
57744.0,56,91,350,3,0,39,9,4
26576.0,24,40,10,0,0,8,1,2
57513.0,67,59,735,40,20,235,9,13
68142.0,46,96,897,126,112,287,10,7
7500.0,31,61,5,2,0,6,1,2
54197.0,50,16,162,6,13,43,1,6
23091.0,47,98,35,0,0,11,2,3
46049.0,34,11,342,9,14,131,5,9
56715.0,36,52,258,105,172,476,7,4
79410.0,49,19,658,80,13,606,3,5
57304.0,59,61,356,80,17,467,7,10
44375.0,45,73,213,5,7,35,4,6
59594.0,45,74,457,4,0,29,8,7
40344.0,36,48,210,0,0,6,4,5
62710.0,38,53,441,35,29,90,4,12
48985.0,42,13,19,13,7,28,1,3
35322.0,42,34,28,9,7,49,2,4
77142.0,62,54,476,75,151,191,4,8
66726.0,53,61,349,7,0,35,8,4
23724.0,31,65,5,23,18,15,2,3
47353.0,50,93,184,2,8,27,2,6
33444.0,58,24,8,0,0,8,1,2
54386.0,29,8,277,21,21,126,3,10
28510.0,29,72,44,5,4,19,2,4
48070.0,60,33,373,14,9,89,8,6
43140.0,53,68,134,8,0,82,4,5
54959.0,49,55,1148,0,0,60,9,4
15056.0,52,76,6,12,6,24,2,3
26954.0,39,17,4,1,0,11,1,2
22327.0,25,94,5,4,0,10,1,3
44393.0,45,86,24,2,2,22,1,4
62000.0,58,25,899,0,0,101,6,13
31497.0,48,22,108,1,1,41,3,4
45894.0,36,15,27,2,2,7,1,3
78579.0,40,35,816,66,66,765,5,4
67369.0,41,81,1298,0,14,107,7,10
58401.0,50,55,10,0,29,28,1,2
62307.0,58,94,87,13,6,44,4,4
43641.0,41,50,57,2,2,55,2,4
70091.0,41,11,964,34,0,152,5,10
78075.0,38,72,572,8,35,293,3,5
59184.0,49,6,341,142,151,372,6,12
58113.0,51,66,221,104,78,271,9,8
51412.0,52,42,140,3,5,33,3,4
66636.0,53,64,291,10,10,773,3,9
50965.0,54,87,544,13,6,93,10,5
36317.0,45,53,87,3,2,28,3,4
42213.0,53,96,309,3,3,28,5,7
65748.0,55,58,172,73,78,188,2,10
77044.0,38,12,625,38,34,292,7,11
74918.0,41,78,972,59,19,938,5,6
56721.0,38,64,157,6,13,45,4,5
42160.0,35,26,48,9,15,48,2,4
61559.0,45,8,279,83,14,120,4,10
33629.0,47,49,132,0,0,16,3,4
34377.0,47,55,62,0,1,25,2,2
8940.0,24,25,1,45,6,7,3,3
26228.0,37,50,2,6,1,7,1,2
77297.0,53,84,408,61,122,157,5,9
40211.0,29,30,51,1,1,9,2,2
33438.0,52,81,62,1,2,19,2,4
75032.0,51,74,952,12,12,227,5,9
61284.0,55,76,618,15,7,126,11,8
22518.0,24,36,11,7,2,14,2,2
54730.0,35,64,318,3,7,21,4,8
38452.0,55,62,56,0,0,14,3,3
44421.0,39,53,110,5,1,66,5,4
38197.0,24,86,23,0,1,13,1,3
41986.0,32,15,27,5,3,16,3,4
28427.0,27,67,18,3,3,22,2,3
37395.0,34,47,18,0,1,9,1,3
64722.0,39,47,303,0,147,340,8,11
55249.0,54,81,97,1,0,21,2,4
44213.0,58,48,95,11,4,35,2,5
59062.0,43,74,46,1,0,15,2,3
76624.0,48,68,411,106,115,201,5,7
66000.0,63,36,244,51,0,371,1,5
27683.0,32,90,152,9,12,133,6,4
65106.0,35,55,790,19,0,145,8,13
69969.0,45,64,882,29,29,552,4,6
67433.0,58,51,615,28,48,271,6,13
77766.0,43,97,1004,59,59,380,11,11
74716.0,38,92,133,27,195,434,7,5
55158.0,40,72,293,0,11,91,7,5
62972.0,55,39,313,15,0,67,7,3
74190.0,35,49,151,81,91,254,4,11
76653.0,41,91,736,63,189,1165,4,11
73450.0,28,85,1142,51,69,505,7,11
31454.0,50,40,28,0,0,11,2,3
53378.0,47,41,489,6,6,160,9,6
19656.0,40,94,25,4,8,15,2,3
45579.0,62,10,145,1,1,35,4,4
55956.0,66,22,760,38,9,154,7,4
64191.0,47,30,420,15,38,337,5,13
38808.0,38,21,125,17,19,55,5,4
57183.0,44,51,464,5,0,71,9,7
23748.0,42,97,6,6,15,41,2,3
66303.0,39,56,1090,12,12,112,3,11
40800.0,46,77,24,0,30,35,3,3
71847.0,32,95,737,21,63,161,6,9
46149.0,35,36,254,6,0,75,5,7
78687.0,27,13,817,185,55,832,4,8
49118.0,39,90,620,54,98,338,9,10
37633.0,53,49,13,4,0,20,1,3
39767.0,59,18,113,61,26,238,7,7
26997.0,59,89,7,23,49,211,4,5
33986.0,40,43,16,2,1,20,1,3
57091.0,38,82,462,0,0,30,9,5
46831.0,41,84,22,2,4,16,1,2
52531.0,39,68,283,112,72,202,7,10
15759.0,54,12,1,2,0,11,1,2
43050.0,37,10,30,5,3,30,2,4
48918.0,47,21,52,0,0,9,1,4
60033.0,56,28,62,1,11,76,2,5
34043.0,32,97,20,2,0,17,2,2
57811.0,44,49,545,7,21,151,7,11
78569.0,64,14,558,79,175,829,4,4
23148.0,25,83,4,6,3,14,2,3
44267.0,40,48,183,5,5,68,5,4
71626.0,31,94,546,72,145,470,5,8
60894.0,44,61,606,7,0,165,10,8
50200.0,34,70,266,6,6,59,7,5
65169.0,28,23,1074,0,0,69,10,13
59868.0,38,37,771,51,10,208,11,12
65695.0,50,50,371,32,58,189,5,10
64857.0,54,78,556,14,0,927,7,10
45143.0,45,74,202,5,5,85,6,5
74805.0,55,14,209,162,162,250,4,10
59060.0,21,77,35,40,40,147,3,7
27238.0,48,39,37,0,0,17,3,3
47009.0,45,89,171,45,10,132,3,8
46094.0,37,62,12,2,2,23,1,3
37235.0,26,68,20,2,6,13,1,2
46692.0,52,37,170,6,12,121,6,5
77382.0,42,36,491,48,105,343,5,12
37774.0,33,28,173,8,2,114,7,3
72828.0,48,17,1205,0,14,254,6,13
24711.0,28,86,10,7,3,31,3,3
45503.0,35,54,97,4,1,50,3,4
27244.0,31,84,6,5,24,20,2,2
48752.0,41,8,73,57,15,171,6,5
51948.0,35,51,82,33,30,125,5,4
71853.0,28,29,358,108,97,554,2,6
35876.0,27,13,66,2,3,44,3,3
40049.0,58,23,13,6,3,7,1,3
39660.0,28,36,139,13,13,98,7,3
50127.0,48,88,274,0,6,25,5,6
26887.0,51,27,6,7,4,7,1,3
62061.0,34,12,641,7,30,84,10,7
76542.0,54,91,794,73,29,573,4,10
18227.0,23,21,1,2,3,11,0,2
69139.0,45,23,86,12,15,108,4,5
69109.0,28,10,823,25,29,583,6,7
69627.0,48,35,231,161,30,386,8,11
38136.0,32,69,8,15,20,27,3,2
62159.0,64,68,182,17,70,336,6,10
33316.0,39,34,79,1,4,35,2,4
58554.0,42,55,368,24,0,106,8,6
53034.0,36,30,160,15,11,211,6,7
52203.0,60,36,488,21,108,294,8,11
59601.0,33,14,691,7,7,69,2,7
75154.0,52,79,543,10,143,365,6,6
47025.0,34,52,254,7,0,128,6,5
37971.0,37,97,5,4,2,12,1,3
57338.0,35,96,143,6,8,63,4,5
50523.0,50,89,51,4,7,28,2,4
56242.0,41,72,689,8,8,178,8,11
56243.0,35,26,347,0,3,39,4,8
57420.0,39,22,280,0,0,18,5,6
50943.0,40,39,187,5,20,91,4,6
46390.0,55,56,95,14,9,66,4,3
54342.0,54,74,84,10,10,45,3,4
52028.5,52,87,19,4,2,14,1,3
46805.0,46,49,5,1,0,11,1,2
20895.0,37,24,18,3,0,20,2,3
55212.0,38,17,25,1,0,13,1,3
44964.0,30,35,19,1,0,19,1,3
53761.0,38,7,158,0,7,89,4,3
22682.0,37,51,10,14,2,33,2,4
38887.0,38,17,25,1,0,13,1,3
41658.0,35,30,8,4,4,27,1,2
29791.0,38,21,14,0,0,6,2,3
26759.0,38,65,25,3,5,24,2,3
51039.0,41,11,100,64,0,144,6,4
60544.0,49,92,201,2,5,46,5,5
36864.0,53,53,204,5,0,56,5,4
44511.0,40,39,513,7,14,179,8,8
36947.0,43,49,88,3,1,25,3,4
67087.0,57,40,329,35,35,352,7,8
57045.0,60,40,296,13,13,115,4,9
36957.0,57,43,100,2,1,18,3,2
69389.0,33,17,422,7,46,307,7,12
43142.0,41,84,5,1,1,9,1,2
57537.0,31,83,191,56,8,190,4,8
51315.0,62,45,68,28,30,55,2,5
36026.0,38,34,20,4,4,16,2,3
65704.0,38,18,279,172,8,112,2,10
54132.0,41,81,30,1,0,8,1,3
28164.0,40,23,3,18,8,37,2,4
43269.0,38,61,10,1,0,7,1,2
38741.0,52,60,7,10,6,25,2,3
31907.0,38,75,33,87,16,239,6,6
31163.0,37,54,2,3,2,21,1,3
34853.0,37,75,9,3,3,17,2,3
70844.0,43,16,129,26,67,70,6,5
31086.0,31,79,16,2,0,14,1,2
20491.0,24,16,5,4,2,9,0,2
42523.0,46,96,14,36,26,14,1,4
33402.0,58,60,26,2,5,29,2,3
36408.0,61,11,9,1,2,7,1,2
21645.0,31,75,14,0,5,27,3,3
78427.0,62,36,972,19,26,775,3,10
51876.0,52,88,99,27,48,130,2,8
78041.0,39,93,482,35,160,625,4,9
52852.0,53,93,714,8,0,110,10,5
70038.0,28,54,587,54,54,419,4,8
69401.0,37,41,399,27,8,217,4,5
46053.0,38,46,56,10,7,111,3,4
77343.0,45,28,227,151,54,671,3,9
73892.0,57,40,703,102,58,601,3,8
40304.0,43,82,37,0,0,17,2,3
32727.0,45,38,167,13,13,266,7,5
43300.0,39,87,91,3,1,54,4,4
26290.0,38,49,15,8,5,27,2,4
38410.0,36,65,153,64,64,239,5,9
64866.0,60,9,508,5,5,28,7,7
57957.0,51,24,290,59,5,254,4,8
16531.0,32,43,2,13,5,13,3,3
28072.0,24,10,30,0,0,12,1,3
49476.0,47,29,386,23,41,149,2,5
50725.0,57,45,443,10,10,75,8,8
67419.0,40,29,846,84,56,443,9,8
23162.0,40,82,8,3,4,28,1,3
34380.0,33,68,72,7,1,71,4,3
65148.0,52,9,460,35,12,455,6,7
39898.0,56,20,69,8,7,38,3,4
59892.0,40,26,73,0,1,13,2,3
41020.0,23,68,112,1,7,61,3,4
57072.0,49,79,944,0,0,60,7,13
19414.0,29,32,2,3,5,15,1,3
19107.0,30,49,2,4,5,19,1,3
75484.0,34,50,378,97,194,456,7,6
70379.0,34,84,553,25,67,207,6,13
79419.0,40,96,751,127,15,707,4,4
64014.0,64,56,406,0,0,30,8,5
76998.0,55,85,1449,89,35,230,11,8
49854.0,38,63,123,17,0,210,6,5
60585.0,39,17,267,42,42,364,7,9
42873.0,60,11,209,0,2,43,6,4
57867.0,32,48,344,35,23,193,7,9
65492.0,51,73,247,161,85,505,4,13
32952.0,33,36,38,0,1,15,2,3
53374.0,41,34,896,10,10,114,4,9
71706.0,51,16,931,56,98,344,9,7
68487.0,22,48,758,12,89,418,9,13
53253.0,35,61,216,9,9,77,4,5
42014.0,33,56,244,15,15,112,7,6
54108.0,37,74,539,6,6,99,8,9
49667.0,55,35,1181,26,13,137,5,5
63206.0,36,65,750,8,8,136,4,6
57136.0,38,48,306,5,109,130,5,10
46772.0,35,88,350,104,151,386,11,5
78931.0,39,19,331,197,152,228,2,13
53977.0,52,21,620,16,24,165,5,12
73538.0,45,92,811,76,137,527,10,9
20981.0,33,14,2,12,13,16,3,2
51766.0,30,74,60,51,20,93,4,4
55759.0,48,84,675,0,7,95,10,8
37787.0,38,50,40,1,3,44,3,3
69930.0,39,21,252,98,70,1046,4,12
37697.0,34,82,34,6,4,32,2,3
58597.0,34,20,490,0,28,194,7,9
28087.0,52,77,53,8,0,30,2,2
19740.0,50,65,7,11,4,13,1,3
57036.0,35,33,1171,43,14,238,6,13
53083.0,52,65,215,7,0,36,5,5
69283.0,35,41,674,62,26,134,7,13
23331.0,22,92,5,36,10,7,3,3
23331.0,22,97,104,20,15,125,5,5
9255.0,21,91,9,0,0,9,1,2
71969.0,39,59,1000,0,0,76,3,9
74881.0,49,48,505,72,27,306,9,12
65819.0,32,99,267,38,165,850,5,10
51983.0,46,95,631,0,7,125,9,10
30983.0,47,50,51,4,1,62,4,3
66033.0,53,76,293,35,59,225,8,7
57530.0,59,68,50,1,7,33,1,4
76800.0,45,33,173,26,71,290,4,7
63943.0,54,50,423,184,97,381,6,6
37054.0,43,89,12,1,1,6,1,3
47175.0,48,81,167,2,2,50,4,4
31859.0,34,77,3,1,0,11,1,2
27215.0,49,50,30,5,9,30,2,4
70179.0,34,10,532,88,44,237,7,13
24645.0,22,16,5,3,1,8,1,2
79865.0,56,12,71,99,121,463,5,5
44322.0,25,30,46,0,0,43,3,3
47958.0,58,8,268,11,3,103,6,5
63972.0,46,93,928,63,12,254,5,10
75315.0,56,14,459,15,23,313,5,12
55517.0,60,53,483,0,6,108,11,6
75283.0,53,26,733,9,19,192,6,5
27161.0,24,41,7,4,0,30,1,3
38201.0,50,19,233,0,0,23,5,5
60482.0,34,81,255,43,14,171,7,7
78093.0,63,53,368,32,43,652,4,5
45903.0,44,80,33,8,10,12,2,3
40442.0,58,52,45,12,22,77,3,4
61482.0,45,39,48,58,66,84,3,6
34968.0,30,11,158,6,2,53,3,5
75794.0,23,33,754,160,32,688,7,12
74268.0,55,83,199,66,174,412,4,5
13724.0,22,43,2,7,15,7,2,2
36108.0,26,68,141,8,11,132,7,4
36663.0,35,40,18,0,3,9,1,3
53843.0,45,64,378,0,4,107,8,3
70638.0,55,69,1016,12,12,231,4,10
44512.0,50,57,23,1,0,6,1,3
27116.0,49,78,12,1,2,23,2,3
71855.0,33,59,548,31,112,422,5,11
60432.0,37,61,365,3,3,19,7,5
12393.0,32,38,5,6,7,26,2,3
33955.0,35,92,100,2,7,151,5,5
55434.0,26,21,238,115,69,384,5,13
28359.0,27,35,6,0,1,7,1,2
57100.0,23,9,158,11,11,114,3,7
52973.0,54,92,856,0,9,88,9,9
51717.0,45,55,98,1,1,17,3,4
18793.0,39,14,4,16,17,20,2,4
50664.0,51,64,313,8,4,110,8,6
54414.0,47,49,109,18,26,40,3,5
54549.0,58,8,216,2,0,6,5,4
47111.0,39,35,595,71,112,273,3,10
41003.0,47,11,123,133,44,213,6,8
19444.0,28,8,16,0,2,26,4,2
36301.0,34,53,11,12,5,38,3,3
42731.0,41,64,159,2,2,57,4,5
52854.0,51,43,105,0,1,10,2,4
22775.0,32,40,5,1,0,8,1,2
59821.0,55,11,629,0,0,70,11,7
50002.0,56,21,443,5,16,92,8,7
69755.0,65,23,217,77,23,484,3,12
44078.0,41,17,24,1,0,12,2,3
30560.0,34,6,9,1,5,9,1,3
35924.0,41,56,8,0,3,16,1,3
64140.0,46,71,1459,0,15,61,2,6
56386.0,29,51,230,48,32,227,9,7
75774.0,29,27,340,21,14,392,7,8
58494.0,36,56,298,7,0,72,6,6
58684.0,29,71,479,35,7,207,5,12
57136.0,43,18,267,140,12,633,7,7
56551.0,60,48,67,4,2,49,2,4
22448.0,28,86,3,1,2,31,2,3
35544.0,32,77,30,5,1,27,2,3
62670.0,56,57,539,30,46,172,5,13
50334.0,38,24,284,16,16,244,7,6
72066.0,29,55,1003,34,51,670,4,6
50729.0,52,62,239,13,4,188,6,7
34916.0,42,89,51,23,0,115,5,3
64892.0,34,77,527,24,24,262,6,12
43602.0,44,45,19,5,3,22,3,2
41473.0,25,80,21,8,3,35,2,3
63246.0,43,60,593,30,22,120,6,12
36732.0,51,71,21,5,1,13,1,4
37929.0,25,49,202,2,2,49,4,5
69016.0,40,61,726,53,107,486,8,13
27573.0,35,45,50,15,15,149,5,4
15862.0,31,26,1,1,9,15,1,3
33228.0,30,28,22,2,4,38,2,3
70440.0,32,49,690,117,102,575,5,7
38232.0,39,84,43,5,6,35,3,3
22554.0,55,38,27,0,0,10,2,4
49413.0,58,88,205,7,2,44,4,5
42231.0,41,99,24,0,1,8,1,3
78789.0,30,12,667,50,83,871,4,5
56534.0,42,35,691,7,0,71,10,7
49090.0,59,45,494,5,0,89,7,9
61787.0,23,71,621,73,48,492,8,6
24336.0,29,82,1,6,2,10,1,2
62335.0,58,87,243,131,6,302,3,13
42033.0,39,95,11,1,0,6,1,2
73705.0,59,86,612,91,107,778,9,8
61064.0,34,80,387,126,45,342,8,11
18358.0,21,49,6,8,4,35,3,4
55012.0,37,85,582,0,0,65,8,9
9722.0,37,7,6,17,16,22,3,3
38175.0,26,6,70,6,3,71,3,4
58656.0,54,25,962,12,24,210,7,13
52117.0,45,55,112,10,0,137,5,4
64813.0,32,81,293,0,97,303,7,10
54222.0,37,98,199,12,12,34,3,5
77520.0,51,30,940,44,88,396,8,7
41154.0,32,98,44,2,3,13,1,4
60230.0,54,78,520,20,81,406,6,6
22108.0,33,46,5,3,2,15,2,3
44392.0,36,71,87,5,12,78,4,4
55424.0,34,6,462,61,53,194,7,9
38513.0,28,20,172,3,0,131,6,5
16653.0,31,10,5,7,4,46,2,3
42586.0,55,7,194,2,0,56,4,6
23529.0,45,67,9,7,2,16,1,2
71107.0,59,61,533,10,174,415,7,13
46910.0,46,36,48,0,0,14,2,3
37244.0,55,90,18,2,0,10,1,2
75342.0,52,38,204,97,118,118,5,10
70044.0,56,46,1073,0,14,403,7,5
77437.0,47,70,560,21,44,471,4,13
54984.0,51,51,173,13,3,163,6,6
42403.0,39,18,22,1,5,11,1,3
55761.0,46,97,136,1,3,12,4,3
37292.0,27,32,275,0,23,96,6,5
45576.0,65,9,56,19,14,31,3,3
70321.0,63,6,303,23,26,833,6,13
58086.0,41,80,708,7,0,62,11,7
28389.0,63,49,1,5,4,10,1,2
69901.0,41,95,312,21,92,308,7,10
51569.0,61,39,380,0,0,53,7,7
16014.0,31,42,3,9,8,11,1,4
41120.0,42,80,24,2,8,23,2,3
39763.0,39,9,80,1,6,64,5,2
38725.0,55,52,31,0,1,8,1,4
77981.0,38,78,138,120,126,220,7,7
62905.0,46,68,166,75,107,215,7,8
13533.0,31,45,12,3,0,16,2,3
59481.0,35,47,178,3,66,156,3,8
72117.0,33,34,707,20,60,236,9,9
21955.0,24,81,5,1,14,24,2,3
67131.0,54,72,465,71,35,343,9,12
47808.0,35,30,123,1,0,28,3,3
25509.0,36,15,40,3,7,40,3,3
28973.0,33,59,206,0,2,49,5,5
39435.0,37,16,71,0,0,18,3,2
20194.0,31,64,0,4,10,18,2,3
42473.0,34,72,93,1,4,21,2,4
64590.0,42,98,920,138,46,204,9,10
71232.0,51,91,653,17,26,204,11,10
34600.0,39,8,199,33,3,68,5,5
46904.0,43,20,153,4,9,56,5,4
49094.0,37,6,376,0,8,49,6,6
36075.0,27,54,46,0,1,42,2,4
60839.0,31,72,600,21,150,351,2,12
34074.0,58,69,135,1,1,51,3,3
28520.0,50,55,11,0,2,10,1,2
62535.0,55,13,163,48,45,90,3,8
36273.0,33,80,29,3,2,33,3,3
63404.0,46,97,734,26,44,81,6,4
78416.0,34,99,453,38,38,467,7,10
75702.0,36,87,1073,0,37,774,10,13
59385.0,59,85,135,0,4,10,3,4
7144.0,44,92,81,4,2,38,23,1
63159.0,36,74,965,34,86,675,3,8
46757.0,47,71,777,30,51,163,4,7
79734.0,41,72,572,8,62,255,4,6
21840.0,27,80,17,0,0,9,1,3
58582.0,28,15,402,35,77,207,9,9
72282.0,59,70,503,27,139,509,5,9
50387.0,54,91,369,9,14,99,6,8
62568.0,48,99,362,17,35,478,5,5
44635.0,39,25,56,0,0,9,2,3
63967.0,42,57,387,84,35,214,4,12
52513.0,32,84,367,17,188,345,9,9
25293.0,41,51,15,0,2,11,1,2
54111.0,45,97,267,6,3,62,5,6
78394.0,24,13,298,27,24,913,4,5
