movie id,movie title,release date,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
244,Smilla's Sense of Snow ,14-Mar-97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
245,"Devil's Own, The ",26-Mar-97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
246,Chasing Amy ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
247,Turbo: A Power Rangers Movie ,28-Mar-97,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Grosse Pointe Blank ,11-Apr-97,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
249,Austin Powers: International Man of Mystery ,2-May-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"Fifth Element, The ",9-May-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,Shall We Dance? ,11-Jul-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"Lost World: Jurassic Park, The ",23-May-97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
253,"Pillow Book, The ",13-Jun-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
254,Batman & Robin ,20-Jun-97,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,My Best Friend's Wedding ,20-Jun-97,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,When the Cats Away (Chacun cherche son chat) ,20-Jun-97,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
257,Men in Black ,4-Jul-97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
258,Contact ,11-Jul-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
259,George of the Jungle ,1-Jan-97,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Event Horizon ,1-Jan-97,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
261,Air Bud ,1-Aug-97,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,In the Company of Men ,1-Aug-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,Steel ,15-Aug-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Mimic ,22-Aug-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
265,"Hunt for Red October, The ",1-Jan-90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,Kull the Conqueror ,29-Aug-97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Chasing Amy ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
269,"Full Monty, The ",1-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Gattaca ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
271,Starship Troopers ,1-Jan-97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
272,Good Will Hunting ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273,Heat ,1-Jan-95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
274,Sabrina ,1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
275,Sense and Sensibility ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
276,Leaving Las Vegas ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,Restoration ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
278,Bed of Roses ,1-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
279,Once Upon a Time... When We Were Colored ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,Up Close and Personal ,1-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
281,"River Wild, The ",1-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,"Time to Kill, A ",13-Jul-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
283,Emma ,2-Aug-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
284,Tin Cup ,16-Aug-96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
285,Secrets & Lies ,4-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,"English Patient, The ",15-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
287,Marvin's Room ,18-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,Scream ,20-Dec-96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
289,Evita ,25-Dec-96,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
290,Fierce Creatures ,10-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Absolute Power ,14-Feb-97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292,Rosewood ,21-Feb-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,Donnie Brasco ,28-Feb-97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
294,Liar Liar ,21-Mar-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Breakdown ,2-May-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,"Promesse, La ",16-May-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,Ulee's Gold ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,Face/Off ,27-Jun-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
299,Hoodlum ,22-Aug-97,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
300,Air Force One ,1-Jan-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,In & Out ,19-Sep-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,L.A. Confidential ,1-Jan-97,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
303,Ulee's Gold ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,Fly Away Home ,13-Sep-96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"Ice Storm, The ",1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,"Mrs. Brown (Her Majesty, Mrs. Brown) ",1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
307,"Devil's Advocate, The ",1-Jan-97,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
308,FairyTale: A True Story ,1-Jan-97,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
309,Deceiver ,1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,"Rainmaker, The ",1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,"Wings of the Dove, The ",1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
312,Midnight in the Garden of Good and Evil ,1-Jan-97,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
313,Titanic ,1-Jan-97,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
314,3 Ninjas: High Noon At Mega Mountain ,1-Jan-97,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Apt Pupil ,23-Oct-98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
316,As Good As It Gets ,23-Dec-97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
317,In the Name of the Father ,1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,Schindler's List ,1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
319,Everyone Says I Love You ,6-Dec-96,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
320,Paradise Lost: The Child Murders at Robin Hood Hills ,6-Dec-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,Mother ,25-Dec-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Murder at 1600 ,18-Apr-97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
323,Dante's Peak ,7-Feb-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,Lost Highway ,21-Feb-97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,Crash ,21-Mar-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
326,G.I. Jane ,1-Jan-97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327,Cop Land ,1-Jan-97,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
328,Conspiracy Theory ,8-Aug-97,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
329,Desperate Measures ,30-Jan-98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
330,187,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,"Edge, The ",26-Sep-97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
332,Kiss the Girls ,1-Jan-97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
333,"Game, The ",1-Jan-97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
334,U Turn ,1-Jan-97,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
335,How to Be a Player ,1-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Playing God ,1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
337,"House of Yes, The ",1-Jan-97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
338,Bean ,1-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Mad City ,1-Jan-97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,Boogie Nights ,1-Jan-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
341,Critical Care ,1-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,"Man Who Knew Too Little, The ",1-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
343,Alien: Resurrection ,1-Jan-97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
344,"Apostle, The ",18-Dec-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345,Deconstructing Harry ,1-Jan-97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
346,Jackie Brown ,1-Jan-97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
347,Wag the Dog ,9-Jan-98,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
348,Desperate Measures ,30-Jan-98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
349,Hard Rain ,16-Jan-98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,Fallen ,16-Jan-98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
351,"Prophecy II, The ",16-Jan-98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,Spice World ,1-Jan-97,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
353,Deep Rising ,30-Jan-98,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
354,"Wedding Singer, The ",13-Feb-98,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
355,Sphere ,13-Feb-98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
356,"Client, The ",1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
357,One Flew Over the Cuckoo's Nest ,1-Jan-75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,Spawn ,1-Aug-97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,"Assignment, The ",1-Jan-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,Wonderland ,1-Jan-97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,Incognito ,1-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,Blues Brothers 2000 ,6-Feb-98,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
363,Sudden Death ,1-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Ace Ventura: When Nature Calls ,1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,Powder ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,Dangerous Minds ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,Clueless ,1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Bio-Dome ,1-Jan-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Black Sheep ,2-Feb-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Mary Reilly ,23-Feb-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
371,"Bridges of Madison County, The ",9-Feb-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
372,Jeffrey ,1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Judge Dredd ,1-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,Mighty Morphin Power Rangers: The Movie ,1-Jan-95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Showgirls ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,Houseguest ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,Heavyweights ,1-Jan-94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,Miracle on 34th Street ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,Tales From the Crypt Presents: Demon Knight ,1-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,Star Trek: Generations ,1-Jan-94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,Muriel's Wedding ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
382,"Adventures of Priscilla, Queen of the Desert, The ",1-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
383,"Flintstones, The ",1-Jan-94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Naked Gun 33 1/3: The Final Insult ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,True Lies ,1-Jan-94,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
386,Addams Family Values ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,"Age of Innocence, The ",1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,Beverly Hills Cop III ,1-Jan-94,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,Black Beauty ,1-Jan-94,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Fear of a Black Hat ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Last Action Hero ,1-Jan-93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,"Man Without a Face, The ",1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393,Mrs. Doubtfire ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,Radioland Murders ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
395,Robin Hood: Men in Tights ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,Serial Mom ,1-Jan-94,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
397,Striking Distance ,1-Jan-93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Super Mario Bros. ,1-Jan-93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,"Three Musketeers, The ",1-Jan-93,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"Little Rascals, The ",1-Jan-94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"Brady Bunch Movie, The ",1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,Ghost ,1-Jan-90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
403,Batman ,1-Jan-89,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
404,Pinocchio ,1-Jan-40,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Mission: Impossible ,22-May-96,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,Thinner ,25-Oct-96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,Spy Hard ,24-May-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408,"Close Shave, A ",28-Apr-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
409,Jack ,7-Aug-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410,Kingpin ,12-Jul-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"Nutty Professor, The ",28-Jun-96,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
412,"Very Brady Sequel, A ",23-Aug-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Tales from the Crypt Presents: Bordello of Blood ,19-Jul-96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,My Favorite Year ,1-Jan-82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,"Apple Dumpling Gang, The ",1-Jan-75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
416,Old Yeller ,1-Jan-57,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,"Parent Trap, The ",1-Jan-61,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,Cinderella ,1-Jan-50,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,Mary Poppins ,1-Jan-64,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
420,Alice in Wonderland ,1-Jan-51,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,William Shakespeare's Romeo and Juliet ,25-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
422,Aladdin and the King of Thieves ,1-Jan-96,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,E.T. the Extra-Terrestrial ,1-Jan-82,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
424,Children of the Corn: The Gathering ,1-Jan-96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,Bob Roberts ,1-Jan-92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"Transformers: The Movie, The ",1-Jan-86,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
427,To Kill a Mockingbird ,1-Jan-62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,Harold and Maude ,1-Jan-71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"Day the Earth Stood Still, The ",1-Jan-51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
430,Duck Soup ,1-Jan-33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
431,Highlander ,1-Jan-86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Fantasia ,1-Jan-40,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,Heathers ,1-Jan-89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Forbidden Planet ,1-Jan-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,Butch Cassidy and the Sundance Kid ,1-Jan-69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
436,"American Werewolf in London, An ",1-Jan-81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,Amityville 1992: It's About Time ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,Amityville 3-D ,1-Jan-83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,Amityville: A New Generation ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,Amityville II: The Possession ,1-Jan-82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,"Amityville Horror, The ",1-Jan-79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,"Amityville Curse, The ",1-Jan-90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,"Birds, The ",1-Jan-63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,"Blob, The ",1-Jan-58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
445,"Body Snatcher, The ",1-Jan-45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,Burnt Offerings ,1-Jan-76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,Carrie ,1-Jan-76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,"Omen, The ",1-Jan-76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
449,Star Trek: The Motion Picture ,1-Jan-79,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,Star Trek V: The Final Frontier ,1-Jan-89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,Grease ,1-Jan-78,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
452,Jaws 2 ,1-Jan-78,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,Jaws 3-D ,1-Jan-83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,Bastard Out of Carolina ,15-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,Jackie Chan's First Strike ,10-Jan-97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Beverly Hills Ninja ,17-Jan-97,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Free Willy 3: The Rescue ,8-Aug-97,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,Nixon ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,"Cry, the Beloved Country ",1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,"Crossing Guard, The ",1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,Smoke ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,Like Water For Chocolate (Como agua para chocolate) ,1-Jan-92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463,"Secret of Roan Inish, The ",1-Jan-94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Vanya on 42nd Street ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,"Jungle Book, The ",1-Jan-94,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466,Red Rock West ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,"Bronx Tale, A ",1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,Rudy ,1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,Short Cuts ,1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,Tombstone ,1-Jan-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,Courage Under Fire ,8-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
472,Dragonheart ,31-May-96,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,James and the Giant Peach ,12-Apr-96,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1-Jan-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
475,Trainspotting ,19-Jul-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476,"First Wives Club, The ",14-Sep-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Matilda ,2-Aug-96,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,"Philadelphia Story, The ",1-Jan-40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
479,Vertigo ,1-Jan-58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
480,North by Northwest ,1-Jan-59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
481,"Apartment, The ",1-Jan-60,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
482,Some Like It Hot ,1-Jan-59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
483,Casablanca ,1-Jan-42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
484,"Maltese Falcon, The ",1-Jan-41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
485,My Fair Lady ,1-Jan-64,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
486,Sabrina ,1-Jan-54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,Roman Holiday ,1-Jan-53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
488,Sunset Blvd. ,1-Jan-50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
489,Notorious ,1-Jan-46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
490,To Catch a Thief ,1-Jan-55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
